283,,"Combine sightseeing and adventure on this ATV tour of Nassau. Swap walking, cabs, and buses to drive your own ATV around the Bahamian capital in a guided convoy. Enjoy the cool breezes, stop at the Queen’s Staircase, Fort Charlotte, and other sights; savor a Bahamian lunch on the beach, sample rum at a distillery, and enjoy a “Bahama Mama” cocktail. A choice of departures provides extra convenience."
286,,"The best and most beautiful snorkeling spot on Curaçao!
Many fish and beautiful corals close to the beach. No current and the location is perfect, no high waves."
287,,"If your looking for something to do in a day then this is the tour for you.
Our unique tour not only allows you to learn about the historical features and culture of our island but you will also get a chance to enjoy some of our most highly rated beaches.
Book today and we guarantee you will enjoy every minute of your brief stay on island."
288,,"Explore Antigua without the hassle of planning on a full day tour with round-trip transport from the doorstep of your accommodation. Going with a guide in a 4x4 vehicle grants you access to natural landscapes inaccessible to most visitors, including a hilltop with panoramic views of the surrounding island. Cap the tour with lunch and an open bar on a catamaran cruise around the west coast—snorkeling gear included."
293,,"Your starting point at Dilly Dally Bike Tours is just a short 1 minute walk from the cruise port, located at the intersection of Bay Street and East Street. You will receive a clean and well maintained beach cruiser along with a map, bike lock and helmet. "
294,,"Explore the vast world of sea creatures with an interactive visit to St Thomas' Coral World Ocean Park. A general admission tickets grants you access to all five acres of this exciting aquatic park. Pet sea cucumbers and handle hermit crabs at the Touch Pool, watch teenage sharks feed and swim at Shark Shallows, and experience the living world of an 80,000 gallon open air reef. A certified guide will take you through the park for a 45-minute guided tour."
295,,"Don’t get stuck battling crowds on the deck of a large whale-watching tour. Instead, join this small-group whale-watching excursion. With a maximum of eight participants on board, you can enjoy a small-group experience and rest assured you won’t have anyone blocking your view of the sperm whales, dolphins, and other sea life that frequent the area."
304,,"Experience a luxurious shopping excursion at Aruba's Kay's Fine Jewelry. Meet the owners of this family-owned business and sip a glass of Champagne, water, or a mimosa while learning about and shopping for diamonds. The store features a selection of men's and women's jewelery, bridal jewelry, investment-quality jewels, designer jewelry, and timepieces by some of the industry's most popular watchmakers."
305,,"Discover parts of Pointe Blanche island that are inaccessible by traditional tour vehicle during an ATV excursion. Choose between driving your own ATV or being driven around the island by a guide, and see secluded beaches and bays that you likely would have missed if exploring on your own."
306,,"Charter your own private yacht and sail the day away around the U.S. or the British Virgin Islands. Create a custom itinerary with your captain and crew and enjoy a half- or full-day sail out on the crystal clear waters of the Caribbean with your private group of up to 12 passengers. Yachts are equipped with an open bar, light snacks, Wi-Fi, and some water sports equipment."
307,,"Spend a half-day exploring Providenciales' best beaches with a dedicated guide and all round-trip transportation provided. Beyond the white sand perfection of Grace Bay Beach, there are some hidden gems that many tourists never visit, and you'll get to see why the locals love these spots. Provided water, snacks, and rum punch keep you hydrated and relaxed."
315,,"Hit all the highlights of Freeport in a single day with this tour that includes stops at the Rand Nature Center, the Port Lucaya Marketplace, and St. John's Jubilee Cathedral, among others. Get access to the Bahamian Beach Club for water sports and lounging on the soft sand. Hotel pickup and drop-off in Freeport included."
319,,"At This moment based on French restriction we are only able to offer excursions on the Dutch Side of the Island.
We will Visit the Best Snorkeling sites and Beaches on DUTCH St. Maarten. Snorkeling gears with flotation (instructions for beginners) and open bar with beer, sodas, rum punch and water is includes. lunch available to purchase . 5 star service guaranteed."
322,,"See dolphins, turtles and manta rays. Snorkel at three fantastic points in Buccoo Reef.Light refreshments will be provided on board. We're looking forward to seeing you for this fun and exciting tour. "
325,,"Spend a day exploring the delights of Barbados on a sightseeing tour that includes a lunch of local cuisine. Tour the horticultural masterpiece of Hunte's Gardens with your guide, then make photo stops in Bathsheba and Cherry Tree Hill. Visit the sugar plantation of St. Nicholas Abbey and be amused by green monkeys at the Barbados Wildlife Reserve."
326,,"Getting from Punta Cana to Samana is easy with this full-day tour that includes the stunning seascapes of Playa Rincon and Cayo Levantado. Sip rum on the beach with a lobster lunch and go horseback riding along the shore, then spend free time swimming at Cayo Levantano. You’ll travel by coach, catamaran, and safari-style vehicle through the picturesque countryside. Round-trip hotel transport included."
327,,"Explore St. Maarten without the hassle of planning on a private tour with convenient, round-trip transport from Philipsburg ports. In addition to navigating, your guide provides little-known facts and anecdotes about St. Maarten’s history and culture. To ensure your comfort and a personal experience, the day’s itinerary is customized to your interests, with stops ranging from a secluded beach to shopping in Marigot."
328,,"Escape the crowds and go snorkeling around Vieques during a full-day tour from San Juan to one of the most beautiful islands in the Caribbean. Look for frequently-seen marine life such as sea turtles and rays, along with an array of colorful fish. You can also enjoy free time at the beach and the provided light refreshments. Snorkel gear, instruction, snacks, souvenir photos, and hotel transfers are included."
333,,"Enjoy three top Grand Cayman attractions in one trip without transport worries or the need to purchase snorkel equipment on this boat adventure. Swim near rays in their natural environment at Stingray City—with instructions from your guides—waft over Coral Garden’s reefs, and snorkel over the starfish-studded seabed of Starfish Beach. Refreshments, plus central George Town and Seven Mile Beach hotel and port pickup and drop-off complete your trip."
337,,"Avoid tourist crowds and discover marine wildlife on a private day tour of Grand Cayman’s Stingray City, Starfish Point, and protected barrier reefs. Swim with wild rays, snorkel among tropical fish, and marvel at starfish as your private vessel transfers you between popular wildlife-watching locations. Gain insight into the island from your captain as you explore, and sail at a time that suits you with a choice of morning or afternoon departure."
339,,"Make a trip to Grand Cayman’s Stingray City and Coral Gardens easy on yourself on a tour that provides transport, a guide’s insight, and snorkel gear if required. Swim near, and learn about, wild stingrays in their natural habitat at Stingray City; and then head to Coral Gardens to snorkel its fish-filled reefs. A choice of departures, plus George Town hotel or port pickup and drop-off, are included for convenience."
342,,"Experience life on a beautiful, deserted, tropical island during this full-day, guided tour that includes stops in Monte Cristi and a Dominican marketplace. Set off over the waves on a speedboat bound for the white sand beaches and turquoise blue waters of Cayo Arena. Snorkel to see the coral reef, swim in the sun, and enjoy refreshments on the island’s beach before heading to Monte Cristi National Park."
343,,"Ride an electric tram past the limestone formations inside Harrison's Cave during this half-day sightseeing tour of Barbados with a guide. Explore natural and cultural treasures, with stops at Bathsheba, Cherry Tree Hill, and the St. Nicholas Abbey. Round-trip transport from Barbados hotels and the cruise port is included."
345,,"Explore the pristine waters around the British Virgin Islands aboard your very own charter boat. Climb aboard the comfortable vessel and sail to the bays, beaches, and islands of your choosing. Customize your itinerary with your captain so you and your party can spend the day as you wish. Swim, snorkel, sunbathe, and island hop in style."
347,,"Charter a power catamaran with your private group to explore St. Kitts and Nevis at your leisure. During the 5-hour charter period, choose how you would like to spend your time: snorkeling, island-hopping, beach combing, and going ashore for a lunch prepared by your crew. Round-trip transportation from your accommodations and open bar included. "
348,,"As one of the most popular destinations on the Dominican Republic’s North Coast, the 27 waterfalls of Damajagua are worth the trek as much for the journey as the destination. Following hotel pickup, hike through the jungle and scope out the local wildlife en route to the 27 falls, listening to your guide’s commentary as they lead the way. Make your way back down by swimming and jumping through the canyon, completing your tour with lunch and hotel drop-off."
349,,"Enjoy an aquatic adventure in the beautiful turquoise-blue waters off Saint Kitts during this half-day combined kayak and snorkeling adventure. Explore the diverse marine life, including exotic fish and sea turtles, that call this eco-paradise home as you paddle and snorkel your way past the island's majestic cliffs and secluded coastal coves. Your kayak and snorkel excursion also includes a guide, all necessary equipment, refreshments and round-trip transport from your hotel (check hotels selection)."
353,,"This sightseeing tour with a local guide packs an impressive amount of history and cultural insight into one tour. Visit landmarks such as the Queen's Staircase, Rawson Square, Parliament Square, Forts Fincastle and Montagu, and Straw Market, where you can purchase Bahamian souvenirs. You’ll also sample local foods such as chocolate, rum cake, and piña coladas."
358,,"Spend the day horseback riding through beaches and hillsides of Puerto Plata on this memorable journey that takes you far beyond city limits. Meander along palm tree lined beaches, over white sands and alongside pristine waters. Whether you're a first-time or experienced rider, this is the perfect tour for you. Ideal for families and smaller children who can ride with guides as you navigate the stunning terrain of rural Dominican Republic."
360,,Spoil yourself on the newest and best charter boat in the Virgin Islands. USCG certified for up to 24 passengers. With a 40’ long X 17’ wide platform you can be insured of a calm and comfortable ride that is second to none. Plenty of seating in both shaded and sunny areas.
361,,Enjoy our pioneering tour into the mangroves to see amazing marine and bird life of the National Reserve just five minutes away from our office. Our expert guides provide thorough instruction at every step of the way.
362,,"Combine visits to three of Barbados' must-see highlights—Harrison's Cave, Bathsheba Beach, and the Barbados Wildlife Reserve—in a single day tour. With round-trip transportation provided, a multi-stop tour is easy and you can enjoy the scenery on the journey. Learn about local wildlife, geology, and flora; then relax on one of the island's best beaches."
364,,"Experience the highlights of Negril in a single day on a personalized excursion from Montego Bay with lunch included. Relax and let your guide take care of the driving while you soak in the coastal scenery on the journey to Negril, where you'll hit up the famous 7-Mile Beach for some free time. Head to the local craft markets and duty-free stores for some shopping, then to Rick's Cafe for some reggae and a tropical sunset."
366,,Our team of drivers are properly trained in defensive driving. They are quite polite and courteous. Certified tour guides and have a wealth of knowledge.
369,,"Discover Stingray City on this tour from Grand Cayman. Accessible only by boat, Stingray City is home to plenty of stingrays that glide around the calm, waist-deep water. They are accustomed to humans. The tour also includes a stop at either Coral Gardens or Barrier Reef to snorkel among coral and schools of tropical fish."
371,,"Get an up close view of Bermuda's offshore reef on a snorkeling trip that takes you to the wrecks of the ships Constellation and Montana. Head out for the fringes of the Atlantic reef, the cause of more than 300 shipwrecks over the years, to explore the world below."
372,,"Enjoy a morning or afternoon hiking through the unspoilt rainforest of Tobago, the oldest protected rainforest in the western hemisphere having been established in 1776. Be sure to bring your camera so you do not miss the opportunity for amazing photos. You will explore the beauty of this natural habitat and immerse yourself in all of its beauty, noises, birds and other animals that call it home. This 3-4 hour excursion includes a professional guide and the comfort of an air-conditioned vehicle. "
373,,Splash among a dozen or so of the 27 Waterfalls (27 Charcos) of Rio Damajagua during a guided day trip from Puerto Plata. Nature lovers can immerse in the splendor of the Dominican Republic’s north coast during this adventure tour that includes ziplining and horseback riding among the outdoor activities.
374,,"Don’t leave sampling the best of San Juan’s classic cuisine to chance, ensure you pleasure your palate on this half-day food tour. Ideal for food lovers, this excursion showcases the best of San Juan’s casual culinary scene: feast on snacks from more than 60 different kiosks in Los Pionones and spend free time relaxing on Luquillo Beach. Snacks and bottled water will be provided and the best part is you eat what you cook."
375,,"Enjoy the thrill of ziplining and waterfall rappelling in Carite State Forest on this day-long adventure just 45 minutes from San Juan. All equipment needed to rappel down the El Salto Waterfall and zipline through the treetops is included, as is a home-cooked meal. Along the way, learn about the area’s indigenous heritage and the sugar cane industry from your guide, and enjoy convenient hotel pickup and drop-off."
376,,"Snorkel and sail off Barbados with having to organize anything yourself on this small-group catamaran cruise. Board a modern catamaran and admire Barbados’ shores and turquoise waters as you cruise to two prime snorkeling spots. Opt to snorkel to observe sea turtles and shipwrecks, and in-between, relax on deck with a snack and drinks from the open bar. Round-trip hotel transfers and snorkel gear are included for your convenience."
377,,"Our Tour of Trench is the best ,cause the guide takes you from a street to street tour ,that no other tour can offer, "
378,,"Booking this shared-group Virgin Islands’ catamaran adventure guarantees you a spot on one of the most intimate and luxurious cruises leaving from St. Thomas. Snorkel among sea turtles off Buck Island, relax on the sands and enjoy watersports and inflatables at Honeymoon Beach; and relax as you sail—all in a group limited to 12 for a crowd-free experience. Snacks, drinks, and a choice of departure times provide the finishing touches."
379,,"Hop in a side-by-side UTV and explore the north coast of Aruba on this half-day off-roading tour. Kick up some dirt as you travel along the rugged back roads and desert terrain, stopping at landmarks such as Bushiribana Gold Mill Ruins, the Natural Bridge, and more. Finally, stop at a natural pool to cool off."
387,,Hike along a forest trail to a waterfall in the center of Puerto Rico on this guided tour. There are natural swimming pools at the waterfall where you can take a refreshing dip. The tour ends with a stop at a local restaurant to eat (at your own expense).
388,,"Our hike is away from the hustle and bustle. You and nature for 3 hours while taking in fresh air, coastal views and a little bit of History on Barbados. "
390,,"See Grand Turk's most captivating sights on this coach tour narrated by a native guide. Visit the Turks and Caicos National Museum and discover the history and culture of the island nation. Explore a variety of shops and historic buildings before heading north to the Grand Turk Lighthouse. Watch out for wild horses, pelicans, and flamingos on the way to the historic salt ponds, or salinas, and the Salt Museum."
391,,"Explore the tropical waters surrounding the island of St. John with this powerboat excursion. You'll head out to the National Park of St. John, where you'll get the chance to snorkel all morning, followed by lunch on board. You'll then head to a second island for more snorkeling, or you can stay onboard and enjoy an open bar before returning to shore."
393,,"Visit St. Lucia Distillers for a behind-the-scenes tour and tasting on this excursion from Castries. Learn about how sugarcane is turned into rum from your local tour guide, then enjoy tasting some of the over 25 rums that the distillery produces, including treats like white rum and flavored rum creams. On the round-trip drive (offered from select hotels,) enjoy views of Marigot Bay and the area's verdant banana plantations."
395,,"Book a half- or full-day private tour of St. Thomas for you and your party. You can make your own itinerary; the tour will be customized to your preferences and include sightseeing, shopping, or beach time. You'll get personalized attention from your guide and answers to any of your questions about St. Thomas culture, architecture, and history."
398,,"On this snorkeling and brunch combo cruise, explore the underwater world off the coast of Aruba and also feast on homemade breakfast treats, lunch sandwiches, fresh fruit, and an open bar featuring Champagne. Ideal for snorkelers of all experience levels, the half-day sailing adventure takes place in shallow water aboard a comfortable 41-foot (12-meter) trimaran and includes the use of snorkeling equipment."
400,,"Maximize your limited vacation time on Bonaire Island with a half-day sightseeing tour. Comfortable transportation allows you to see the island's top attractions in a matter of hours. Between the rugged coastline, striking salt flats, and colorful Lake Gotomeer, your camera is going to be busy. The tour also takes a critical look at the island's history and culture, with a visits to the slave huts and Rincon Village."
402,,"Hike the most active volcano in Guatemala on a 6-hour guided tour from Antigua. Complimentary round-trip transportation from your hotel and an on-hand guide allow you to enjoy your adventure, instead of stressing over details. Whether you’ve reached the summit of Mount Everest or are breaking in your first pair of hiking boots, the 2- to 3-hour trek up Pacaya Volcano is a great option for all experience levels."
404,,"Fly high above the Caribbean Sea on this parasailing excursion in St. Thomas. Following a detailed safety briefing, you’ll depart from Sapphire Beach Marina and take flight, enjoying aerial views of the U.S. Virgin Islands before floating down for a quick dip in the water. This activity is suitable for all skill levels and children ages six years and older."
412,,Swim with sea turtles in their natural environment on this private tour in Barbados. With your friends and family (including infants over three months old) board a private boat bound for the sea turtle habitat. Snorkel over a shipwreck and swim among the turtles; learn about their biology and behavior from your dedicated guide. This private tour ensures personalized attention and a flexible itinerary.
413,,"Cruise Turks and Caicos on a full-day excursion that includes snorkel stops, conch diving, and a seafood lunch on an uninhabited island. You’ll get a great introduction to the wildlife that thrives on the Turks and Caicos’ offshore islands and coral reefs, while cruising on a boat that’s equipped with a shade canopy, diving boards, and slides for a fun mix of nature, culture, and relaxation."
414,,"Discover the Green Grotto Caves in Falmouth on this 2.5-hour shore excursion. Learn about the caves' interesting role in Jamaica's history from your local guide while viewing stalagmites, stalactites and a pristine underground lake. Round-trip transportation to Falmouth's cruise port is included, and this excursion is covered by Viator's worry-free shore excursion policy. "
415,,"Experience Grenada's vibrant arts culture during this 4-hour arts tour. Drop in on two craft workshops to see local artisans at work, including the Art Fabrik Bathik Boutique and a painting studio. Learn about how the local artists use Grenada's abundance of native raw material in their work. Round-trip transportation from your Grenada hotel is included."
418,,"Sail around Charlotte Amalie and see the sights of St. Thomas from on board a 54-foot (16-meter) catamaran on this sunset cruise in the Caribbean. Enjoy appetizers such as veggies, hummus, and cheeses and beverages (non-alcoholic and alcoholic) as you listen to music and watch the sun slip below the horizon."
420,,"Pedal through the streets of Nassau, Bahamas, during this small-group bike tour: perfect for first-time visitors. See the best that Nassau has to offer during this small-group cycling tour. Visit top locations such as Fort Charlotte and Government House, and soak up the sun at Junkanoo Beach. Shop at the Straw Market, and sample local products at Tasty Teas; John Watling's Rum Distillery; Graycliff Chocolatier; and conch fritters at Arawak Cay."
425,,"The Picnic Snorkel Sail takes place on a luxurious catamaran, guided by knowledgeable crew. The picnic lunch being provided onboard allows for maximum snorkeling time at both of the 'off the beaten path' reef stops! "
427,,"Godfrey Tours will take you Shopping first and then Sightseeing for an unforgettable time on St. Thomas. We will go to the Mountain Top where you can get a panoramic view of neighboring islands, overlook the Blackbeard and Bluebeard's Castle, and see much more of island living on our trip."
428,,Rent a beautifully maintained 2018 Can-Am Out lander 450  ATV  (2 passenger) model and explore our beautiful Island at your own leisure. Comfortably cruise along our beautiful coast line taking in the sights.  
437,,"This tour is an amazing and fun experience if you are a foodie, you will get to enjoy Bermudian food while you visit some of Bermuda's great food spots and restaurants."
439,,"This is a guided tour by a local spearfisherman. Taking in all the sights and sounds of the island on land and in the sea, 95% chance of snorkelling with seas turtles(I say 95% because they are not in enclosed areas they are free to go wherever, although i always see them everytime i go) We can also accomadate all types of travelers, even those who do not wish to snorkel. You can contact me and I can guide you on a fun adventurous day in Antigua suited to your desires."
442,,"Navigate the diverse landscape of Jamaica behind the wheel of an all-terrain vehicle on this 1.5-hour adventure from Negril. Follow your guide through sandy washes, over rocky hills and through stands of hardy mangroves on the way to Salmon Point. Relax on the unspoiled golden beaches of this small fishing village. Use of all equipment is included; no experience is necessary."
443,,"This Nassau shore excursion tour is the easiest way to get to know the Bahamas’ capital city in just a few hours, without having to worry about planning transport. With a convenient pickup from the port or your hotel, you'll ride in the comfort of a climate-controlled van as you learn about Nassau from your guide. Along with food samples at the Bahamas Rum Cake Factory and Graycliff Chocolatier, local taxes are included in the tour price."
444,,"Spend a day beach hopping off the coast of the Dominican Republic on this boat tour from Samana. Board a 24-foot (7-meter) panga boat and cruise to four secluded beaches, stopping to snorkel and see colorful corals and tropical fish. Then head to shore for some relaxing beach time. Your tour includes a full lunch with lobster, open bar, and hotel pickup and drop-off in Samana."
449,,"Discover authentic Puerto Rican food culture on this guided small-group tour of Old San Juan. Visit local eateries and sample the island's staple dishes such as sofrito, while wandering the cobblestone streets of the city’s oldest neighborhood. Plus learn about the island’s culinary influences, and enjoy an alcoholic or non-alcoholic drink (included)."
455,,Hop on a horse and go riding along Jamaica's backcountry trails on this guided tour in Montego Bay. Travel across scenic mountain vistas and past rivers and streams before going for a refreshing swim in the Caribbean Sea. First-time riders will have a chance to get comfortable with their horses before heading out.
456,,"This is a private personal sailing experience for up to six guest. Avoid the crowds and choose how you want to spend the best day of your vacation. Whether you want to sail all day or find a nice anchorage to relax and swim, we're happy to show you the best the Virgin Islands have to offer! Leave all the sailing up to us or have Captain Rob help customize your perfect trip! "
462,,"Learn to paddle board in the beautiful waters off of Pigeon Point Tobago, with the most experienced and smiling guide in Tobago."
463,,"An excellent choice for first-time visitors to St. Kitts, this tour takes you to several of the island’s best-known landmarks. Drive through the capital, Basseterre, where your guide shares history about the island. Visit Romney Manor (home of Thomas Jefferson’s distant relatives), Brimstone Hill Fortress National Park, and Timothy Hill—a scenic overlook offering panoramic views."
464,,"Discover the highlights of Port of Spain in just four hours on a small-group tour. A combination of driving and walking enables you to have both a comprehensive and personal tour experience. Visit the National Museum, Botanic Gardens, and more. With maximum six people per group, you have ample opportunity to engage with your guide. It’s also a great opportunity to orient yourself to the city for independent exploring."
465,,Paddle through the mangrove habitats of Turks and Caicos islands in the company of a dedicated guide on a private kayaking tour. See firsthand the role that the mangrove forests play in the islands' delicate ecosystem and listen to commentary about the marine wildlife. All equipment and instruction is included; beginners are welcome and a private tour means you can go at your own pace.
466,,"Combine two of Aruba's best snorkel spots—the Antilla shipwreck and Catalina Bay—on a single boat tour. A multistop snorkel tour is difficult to pull off if you don't know the area, but this tour plans everything ahead of time and provides snorkel equipment as well. Between stops, refuel with snacks on board the catamaran and unwind with drinks from the open bar."
468,,"Enjoy panoramic views of the Caribbean Sea while unleashing your party spirit on a cruise that departs from Punta Cana. This sailing tour includes the chance to go snorkeling and parasailing, and comes with an open bar, from which you can enjoy free-flowing alcoholic and soft drinks."
470,,"Discover Dominica’s scenic highlights on a 3-hour jeep safari tour from Roseau, and explore the island's back roads with a local guide. Meet the national parrot at the manicured Botanical gardens, feel the volcanic heat at Wotten Waven sulpher springs, and take in sweeping views of Ti Tou Gorge. Listen to the sounds of a tropical forest as you walk a valley path to an island waterfall, then finish your tour with rum punch and fresh fruit at your Roseau hotel. "
472,,"Cruise passengers can comfortably explore the downtown Fort-de-France area on a small-group walking tour. Listen to engaging stories and legends from your guide about the history of the island’s capital as you explore key landmarks such as the local markets, the Old Courthouse, St. Louis Cathedral, and Savannah Park. After the tour, continue shopping or head back to your cruise ship."
478,,"Combine ziplining, horseback riding, and a visit to a petting zoo during this excursion from Puerto Plata. Lunch and round-trip transportation from Puerto Plata hotels are included; no zipline or horseback riding experience necessary."
485,,"Experience Jamaican culture, nature, and cuisine beyond the sheltered resorts with an immersive tour from Ocho Rios. Encounter native plants and wildlife at the Konoko Falls and Park before tasting your way through Ocho Rios town. Sample fresh coconuts and sugarcane at a farmers market, nibble local delicacies at a bakery, and get your fill of authentic Jamaican jerk spice with included lunch. Round-trip hotel transfers are included."
489,,"The mangroves ringing St. Thomas are brimming with wildlife above and below the water. This tour gets you up close and personal with the unique ecosystem with the expertise of a guide. You’ll kayak through the narrow waterways through the trees, then hike volcanic cliffs to a rare geological blowhole. You’ll also snorkel among coral reefs, looking for stingrays and other marine life. Guides offer instruction for first timers.
"
491,,"Explore the finest of the island as you ‘Experience St Kitts’ on an open-air safari truck. A tour that offers a taste of the rich island culture begins with vibrant views of the island’s capital, Basseterre. The Caribbean breeze sways through your hair as the tour takes you along the western side of the island through the local villages which hold the essence of British and French influences. 
"
496,,"Drive along the coastal villages in Dominica and enjoy a brief history on the island and an insight by a local guide. This tour takes you to the village of Calibishe, known for its stunning Red Rocks. At the Pointe Baptiste Chocolate Factory guests will enjoy an informed process of how chocolate is made. At the end of the tour there is a tasting of the various chocolates produced."
497,,"Spend a few hours learning about Bonaire’s history and enjoying a bit of relaxation time, too. First, visit the salt flats as well as the nearby slave huts. Learn how slaves lived and worked during Colonial times and reflect on the country’s complicated past. You’ll also visit Coco Beach, where you can swim, sunbathe, or simply take in fantastic ocean views."
498,,"On this Nassau food tour, explore Bahamian cuisine with visits to local-approved eateries and trendy up-and-coming restaurants. As you explore the downtown district, let your expert guide help you navigate menu items such as classic conch fritters, Bahamian mac ‘n’ cheese, and handmade truffles—washed down by specialty cocktails. Since this small-group tour is limited to 12 people, you’ll have plenty of time to ask questions, too."
500,,"Discover the lush flora and fauna of Arikok National Park behind the wheel of your personal (or shared) UTV on a half-day excursion in Aruba. The adrenaline fueled route takes you on a thrilling ride to various landmarks, including the Fronteine Cave and the hidden pool of Cura di Tortuga. The rough terrain and sand dunes along the way are no match for your vehicle."
504,,"Combine two of Puerto Rico’s top attractions, Luquillo Beach and El Yunque Rainforest, into one great trip on this full-day excursion from San Juan. Enjoy the lush beauty of this tropical forest as you complete a series of short hikes to nearby waterfalls for wildlife viewing, sightseeing, and swimming. Finish the day with time to sunbathe and swim along one of the island’s more scenic stretches of sand."
505,,Our tour provides you with first class customer service and truly a blow away experience. Cold water included and tropical drinks provided as an extra fee. A real one of a kind Bahamian experience.
506,,"Set sail along Aruba's coast on this guided afternoon tour. Head to popular snorkeling sites including the famous SS Antilla, the Caribbean's largest shipwreck; Boca Catalina Bay; and Malmok Beach. Use the provided snorkeling equipment to dive and explore the waters. Plus enjoy light snacks and sip tropical cocktails, available from the open bar on board the boat."
507,,"See and sip the Spice Island like a local on this half-day, bar hopping and food tasting tour exploring Grenada’s libation and cultural scene. Visit four different bars and secret hangouts favored among Grenadians and sample beers, rum, and cocktails made with the spices that make this island famous. Eat and learn the story of local food and drink while mingling with fellow patrons."
508,,"Future Tours always ensure that all our guests needs and expectations are met and goes over and beyond. Our team of knowledgeable, experienced and fun-loving Tour Guides are always in the best of moods to ensure that all our guest gets to enjoy the local island experience at their very own pace. "
509,,"Hop aboard a glass-bottom boat on this all-day Carlisle Bay adventure in Barbados. The bay’s calm turquoise waters attract both locals and tourists alike, plus it boasts a thriving marine park with six different shipwrecks as shallow as 12 feet (3.6 meters), the most recent being the Bajan Queen, which sunk in 2002. Here, you are able to swim and snorkel and spot turtles in their natural habitat."
514,,"Glide through the lush rainforest canopy of St Lucia's eastern coast on a zipline adventure from either Vieux Fort or North Island. Soar along 500-feet (150 meters) of cable through trees and above rivers, admiring the spectacular jungle scenery as you literally fly from one point to the next. This wonderful nature and wildlife tour also includes round-trip transport between most area hotels."
515,,"When your cruise ship docks in port, enjoy a horseback riding adventure and a zipline adventure during this shore excursion. Departure time and length of the tour are flexible; a tour ensures flexibility and personalized attention from your guide."
518,,"Explore off the coast of St. Maarten without the stress of planning or navigating on a private tour to the area’s highlights, from Pinel Island to Anguilla. A private boat charter ensures a personal experience and the full attention of your guide, who customizes the day’s itinerary according to your interests. In addition to round-trip hotel and port transfer, the day includes snacks, water, and an open bar."
521,,"Learn to kitesurf in the Cayman Islands during this semiprivate lesson. With plenty of personalized attention and the Cayman Islands' ideal kitesurfing conditions, you have the best possible chance to get up and flying over the water. With just one other person in the lesson, you have tons of access to your instructor but cut your lesson cost in half, sharing a kite and a board."
529,,"Straddle an all-terrain vehicle (ATV) for a 2.5-hour excursion on St. Kitts' sugarcane trails. Ride through a lush landscape of green jungle with a guide to lead the way and share information about St. Kitts landmarks. Enjoy views of Mt. Liamuiga, Brimstone Hill Fortress (aka the Gibraltar of the West Indies), and the Old Sugar Estate (aka Lamberts Estate). Provided transportation makes it easy to reach your destination."
530,,"You will now confidently be able to buy cheese, and use descriptive adjectives to describe cheeses. Using your new vocabulary, you will be able to express your opinion about the varieties that you encounter. You will learn the skill to serve French cheese with flare and master the appropriate tools for cutting and tasting."
531,,Experience St. John's through the eyes of a local with this private guided tour. You'll learn all about the island's culture and ecology as you visit famous beaches and other tourist attractions. such as Oppenheimer Beach and Hawksnest Beach. You'll also get the chance to visit the Annaberg Sugar Plantation
532,,"Get access to some backcountry Dominican Roads that traditional tours can't reach on this all-terrain vehicle (ATV) tour from Punta Cana. Maneuver your ATV over rutted roads and through mud puddles, getting a picture of Dominican rural life as you travel. Learn about the sugar, coffee, and cacao production of the area; visit an underground cave; and take a swim at Macao Beach."
538,,"With a small group of other families, limited to 15 passengers or fewer, embark on a catamaran cruise on the turquoise waters off Punta Cana. Everything is taken care of for you: use of snorkeling equipment for both kids and adults, as well as lunch (kids menu available) on board the boat and convenient round-trip transportation from your hotel."
546,,"Make the most of your time at shore and explore the southern portion of Martinique on a small-group tour. After a convenient pickup from the port, venture towards downtown Fort-de-France to visit the pottery village, beautiful beaches, the famous Diamond Rock, and a local market. Learn about the history and culture of the island from your guide and enjoy a tasting of local rum before heading back to your ship."
547,,"While your cruise ship is docked in Nassau's port, go snorkeling in the Bahamas' aquamarine waters. During this 5-hour shore excursion, explore the island's waters by swimming among schools of tropical fish and other marine life. Choose to swim with sharks, the ocean's top predator, or view them from the boat, guided by your expert captain. Use of all snorkel gear and round-trip transportation from the Nassau cruise port are included in this tour."
548,,"Experience one of the world’s natural phenomena on this night cruise of Jamaica’s Luminous Lagoon—a great choice for nature lovers and first-time visitors. Board a small boat for a moonlight cruise of the bioluminescent lagoon and learn about the millions of harmless microorganisms that cause its iridescent blue-green glow. The tour includes just enough time for a swim in the lagoon’s warm, shallow waters."
551,,"Get tastes of Turks and Caicos' locally produced beers and rum on this private half-day tour. With round-trip transportation included, this private tour is a convenient door-to-door experience with a dedicated guide attending your every need. You'll taste samples of the local beers and rum and learn about their production through guided commentary. Enjoy a take-home surprise souvenir."
553,,"Explore the historic capital city of Basseterre on St Kitts during this full-day tour, including a trip to the Carambola Beach Club. With a local guide, visit Timothy Hill for a panoramic view of the South East Peninsula. At the Carambola Beach Club, enjoy the amenities and take your pick of water sports. Rent a beach chair and umbrella or stop by the beach bar for snacks and drinks (own expense)."
554,,Charter your own speedboat for the day and explore St. Maarten at your own pace. Choose the destinations you would like to visit with your captain based on your needs and the weather conditions. Spend the day swimming and snorkeling in pristine waters and soaking up the sun onboard or on secluded beaches. Enjoy complimentary drinks on board and spend your time in St. Maarten how you would like.
