id,text,location,type
https://www.airbnb.com/experiences/353553,"Are you in Rome with your kids and/or grandparents seeking an engaging Colosseum tour suitable for the whole family and SKIP THE LONG LINES at the same time? this 2 hours long experience is perfect for you! Guides will keep all the family engaged with quizz and tests and games, your kids will learn about Ancient Rome in a very funny and dynamic way!
You'll skip the lines and enter the Colosseum soon (just a quick security check) and the experience will be already started. You can visit the ground level and the first floor of the Colosseum. The host will give the entire family an overview about Ancient Roman history, life, loves and (of course) shows and gladiators fights.
Swords and spears, lions and tigers, slaves and loves, political conspiracies and gigantic gilded-bronze statues will make your Colosseum experience unforgettable. Wheelchair experience are possible in the Colosseum, but wheelchairs are not provided. Leave the Colosseum and walk in front of the Arch of Constantine where the experience will end. Children will be involved and the whole family will learn how rome was 2000 ya
""*Admission Tickets are not included in the price of this tour. Please read under EXCLUSIONS before booking the tour.

Other experiences  I provide: 
https://www.airbnb.it/experiences/353545
https://www.airbnb.it/experiences/900843

Also virtual: 
https://www.airbnb.it/experiences/1693985
Other things to note
Recommended for children from 5+ to 11. Operates in all weather conditions. Wheelchairs are allowed in the Colosseum but ONLY with private options, no groups.  
ADMISSION TICKETS ARE NOT INCLUDED IN PRICE (19 euros, 5 for kids). we'll provide instructions to buy it after the booking","Rome, Italy",Art and culture
https://www.airbnb.com/experiences/109978,"Prior to boarding, pose like a seasoned pro for a photo shoot with the airplane. 

Once you’re on board, the pilot will give you an overview of the instruments and controls. After getting clearance from the tower, you’ll taxi to the runway for takeoff. Once at cruising altitude, you’ll learn basic flying skills in the training area over the Simi Valley. 

Then, grab hold of the controls and feel free to move about the skies, exploring LA by air. Finally, in preparation for landing, you’ll come back down to earth at Van Nuys Airport.
Other things to note
IMPORTANT : This experience is a shared experience with another guest unless you book both spots on the time slot.

Expect a cancellation if there is bad weather. Only two passengers are allowed per ride to create a guest-focused experience.","Los Angeles, United States",Transportation activities
https://www.airbnb.com/experiences/288506,"We meet at Reims center station. I hold you with my air conditioned vehicle. 
We will drive to our vines in Villedommange, a village classified in premier cru  in la Montagne de Reims. After a drive through the vines, we will stop at Mont Saint Lié, one of the most amazing view in Champagne vineyard. I will present you the AOC Champagne and explain you the wine growing and more particularly our sustainable approach. You will also try the pruning, the tying step and pruning tools depending on the season.
Next let's go to our cooperative of Villedommange, to understand what are the steps of our cuvées elaboration, from the platform to the cellars in which millions of bottles are ageing : Champagne will no longer be a mystery to you ! 
Then we'll conclude the visit by tasting a glas of «  vin Clair », champagne before the bubbles,  in the winery and immersing yourself in the world of wood.
After all, let’s go to our wonderful typical champagne cellar, 200 YO, where we will introduce you to the subtlety of complex aromas champagne vines offer, by tasting three of our cuvées with local food. Then you will discover the Ratafia de Champagne.
Other things to note
Do not hesitate to ask me for a specific date if the availability of the schedule does not suit you.
Plan a half day.
Special rate of 70 euros for children under 18, contact me directly.
We only provide this experience for 2 adults minimum.","Reims, France",Food and drink
https://www.airbnb.com/experiences/951582,"I take you to 4 Napa or Sonoma wineries throughout our trip. These are wineries off the beaten path and not on the main roads. Due to covid this will not be a mixed tour experience. Yes, there are small wineries open now.

It’s appreciated if you don’t book if only one person. 

Our experience will give you exclusive access to some of wine countries best wineries to visit. 

I focus on setting, personality of the sales person (good), and then the wines. 

Because these wineries are often  not open to the public, I can’t list them here, but each client receives a special proposed itinerary before each tour. You won’t find a better experience at a better price in all of wine country.

I pick up each guest at their Airbnb location. 

The pick up location is wherever you are staying in Napa or Sonoma. I pick up in other locations at a higher price in the Bay Area. 
   
Tasting fees exist to protect wineries from guests who don’t intend to buy wine. I can get no tasting fees for those buying wine. Or waived with purchase.
Other things to note
The pick up location will be at your Airbnb home.","Napa Region, United States",Food and drink
https://www.airbnb.com/experiences/1427363,"Together we will experience the enchanting city centre of historical Rome. Illuminated during the evening, the fountains, Pantheon and Piazzas are truly breathtaking!

To begin we will meet at 17:30 at Trajan's Column which is right next to Piazza Venezia. From here we will explore the history of some of the surrounding Forum's (Ancient Marketplaces) We will then move on to Piazza Venezia. 

During the tour we will navigate some of the small winding side streets of Rome, we will explore the myths and legends, architectural triumphs and unique photo spots. 

You can expect to see the main sights such as the Pantheon, Fontana Di Trevi and Piazza Navona. But you will also see some unique gems as well such as Rome's smallest church and domes with optical illusions. 

During our tour we will also stop at one of Rome's most famous and oldest coffee stops where we can experience some coffee tasting and try the ''Real coffee'' as the Italians say. 

We will end the tour in the incredible Piazza Navona where we can direct you to local restaurants bars or clubs.","Rome, Italy",Art and culture
https://www.airbnb.com/experiences/1300250,"aurent-des-Combes - Durant cette expérience, nous vous ferons visiter 2 propriétés viticoles à découvrir en une seule visite .

Vous découvrirez  tout d'abord Château Tour Baladoz, un vignoble traditionnel avec une cave authentique et une architecture typique de Saint-Émilion, qui produit un style de vin traditionnel de la région.

Le second vignoble avant-gardiste, Château La Croizille, dispose d'une cave moderne à la pointe de la technologie. Nous vous expliquerons comment les vignerons utilisent une technologie de pointe et des techniques viticoles pour parfaire le processus de vinification et produire un vin novateur et différent.

Nous vous expliquerons également le processus de vinification depuis les vignes, les cépages, la maturation, etc. La visite sera suivie de la dégustation de 3 vins de l'appellation Saint-Émilion Grand Cru, depuis les différents domaines avec une introduction aux techniques de dégustation.","Bordeaux, France",Food and drink
https://www.airbnb.com/experiences/86594,"Enjoy a unique art experience with an atypical art historian. I will unveil the more controversial side of the masterworks of European art from an unique perspective. Join this tour and be prepared to learn about the risqué stories behind the pictures. From Ancient Greece to the modern era, we will see the evolution of beauty standards throughout history to discover the mentality of the people of those times. I love to keep the personal touch so this experience is just for small groups ;)
Other things to note
I am available from 10.30 to 18.00 Check with me the time most convenient for you
The tour is suitable for people with physical impairments. The museum also has lockers, a coffee shop, and bookshop.","Madrid, Spain",Art and culture
https://www.airbnb.com/experiences/733746,"We will meet at a local park.

To start, I will lead some warm up exercises called Qi Gong.

I will explain the 3 main schools of Tai Chi.

I will demonstrate the fundamentals of Tai Chi postures. (turning & shifting)
Explore different stances: ""Void"", ""Horse"", and ""Bow"".

Water Break.

Then I will teach the Tai Chi ""walk"".

Questions are always welcome!

You will receive a package to take home!","Toronto, Canada",Sports
https://www.airbnb.com/experiences/1116051,"*FREE upgrade to PRIVATE tour, just inbox us! (We follow Airbnb’s safety guidelines strictly as your safety is our #1 priority)

Did you know more than half of Bangkokian have Chinese blood?

Bangkok Chinatown has been the biggest trading district in Thailand for more than 200 years. On this experience, you will explore how the Chinese tradition influences the food & architecture in Chinatown and nearby.
Get ready with ""Yadong"" or ""Nam Kom"", a herbal bitter tea to balance your body!

Heading to Charoen Chai district, we will take you to the joss paper shop of Pink's husband. This shop has been operating for more than 3 generations. Then, we will go to Ban Kao Lao Rueng, an old house that has now become a local museum. While walking in the hidden alleys, you will also have a chance to try Chinese snacks (Chinese dough dessert and sweet noodle)

Next, we will visit Wat Mangkon Kamalawat or known as Wat Leng Noei Yi, which is the sacred Chinese temple in the Chinatown. When we continue walking through Leng Buai market to Sampeng area, you will see “Gu Long Bao”, an old Chinese streamed bun bakery in a small alley. Why don't you try an original one! Not far from the bakery, you will also see an opium shrine, an old abandoned mansion and a mosque.

Let's have a local lunch nearby Chao Phraya river and coffee break to recharge your energy for my fascinating cultural trip!
Other things to note
This experience is a part of Airbnb/TakeMeTour partnership.","Bangkok, Thailand",Art and culture
https://www.airbnb.com/experiences/161120,"Get those perfect Instagram pix with the ULTIMATE HOLLYWOOD EXPERIENCE that leaves no site unseen. You’ll pedal past Tinseltown’s most storied landmarks, from the Walk of Fame and iconic Capitol Records Building to Paramount Pictures’ twin archways. Designed for cyclists of every level, this 3-hour biking adventure also takes you by the estates of Hancock Park, the Original Farmers Market, the Hollywood Forever Cemetery, CBS Television City, Grauman’s Chinese Theater, the Dolby Theater (home to the Oscars), the iconic Paul Frank pink wall (one of the most Instagrammed spots in the world) as well as multiple filming locations and architecturally significant landmarks.

Check out the best of LA on a bike with our full day experience:
https://www.airbnb.com/experiences/42704

See where the celebs live, work, shop, and play on this incredible electric bike experience through West Hollywood and Beverly Hills:
https://www.airbnb.com/experiences/42670

Check out the best highlights of Hollywood by bike:
https://www.airbnb.com/experiences/161120

Hike to the front and back of the Hollywood Sign!
https://www.airbnb.com/experiences/279109

Hike through the Hollywood Hills in Griffith Park to see the Hollywood Sign and Griffith Observatory:
https://www.airbnb.com/experiences/43109
Other things to note
This is the original and best tour of Hollywood. I ride every day so you never miss out, if you don't see the date/time you need, just ask me.","Los Angeles, United States",Transportation activities
https://www.airbnb.com/experiences/379409,"You experience 3 Hidden  Bars Hopping in 三宮(Sannomiya, center of Kobe). I take you to 立ち飲み屋(Tachinomiya, Japanese  Standing drink bar) and 居酒屋(Izakaya, Japanese Bar restaurant)、小料理屋(Koryoriya, Bar and having Japanese home made dish)which is only known to local business persons. Let's have fun to drink with Japanese local cuisines.

Look at Twitter @YuTam11371632     Instagram  yushiro_ta
Other things to note
The basic plan is included havig some Beer or Chu-hi(Most popular cocktail with some flavor in Japan) and some Japanese unique dishes. If you want to have something or you can not have something, you can order other things. However, addional cherge may be required.
You walk between bar and bar. You need to wear ciothes adapted to the weather and temperature.","Osaka, Japan",Entertainment
https://www.airbnb.com/experiences/1321443,"For the faithful, lovers of art history and culture in general, a thorough visit to the Vatican City is one of those experiences to do absolutely at least once in a lifetime. In the place that is steeped in history, you will find stunning architectural masterpieces such as St. Peter's Basilica, places of peace such as the Vatican Gardens, splendid works of art such as the Sistine Chapel.
Furthermore, visit to Rome is not complete without having explored Vatican City from top to bottom. To tell you about the beauty and importance of this area of Rome we decided to offer you a daily itinerary of the Vatican, departing from the Ottaviano metro station, which is only 100 meters from Museums . 
What We Will Do
We will open the Vatican City-State in 2.5 hours. We will see the most famous halls, , the Sistine Chapel, 
This is a privilege group of 10 people in a 2.5-hour tour with no rush. With our private entrance, you'll be ahead of everyone. When the Vatican gets busy even the Skip-the-Line lines back up, but you’re free to enter. No-one else can use this entrance, only us!
As there is no wasting time in lines, swe’ll see much more. With the extensive Vatican collection, this is necessary.  this tour will take 2/5 hours 2 hours in the museum 15 minutes in sistine chapel from 8th March for Covid 19 we can’t enter in St.Peters basilica.
Other things to note
Entrance fee
Inclusions
* Skip-the-line access to the Vatican Museums
* Skip-the-line access to the Sistine Chapel
* Skip-the-line access to St. Peter’s Basilica Expert tour guide
* Headsets
ticket entrance fees
 our guide will have the  sign of airbnb Experience  sign","Rome, Italy",Art and culture
https://www.airbnb.com/experiences/655392,"Hike a forested river to the most picturesque sanctuary then taste at the most welcoming winery in Niagara. 

River & Wine sounds simple but it's not. It's as complex as a cabernet - and just as intoxicating.


- Tasting fee $10 waived with purchase of a bottle

- Must be in moderate health 

- Four-season experience but full refund for intolerable weather

- Senses of humor and adventure encouraged

- Feel free to bring a bottle of wine to sip by the stream","Hamilton ON, Canada",Nature and outdoors
https://www.airbnb.com/experiences/362572,"We'll start out at the base of the Hollywood Hills and work our way up to the top of the scenic Santa Monica Mountains as we check out celebrity homes in Hollywood including current residences of Leonardo DiCaprio, Keanu Reeves, Charlize Theron, Ariana Grande, Lady Gaga, Will Ferrell, Justin Timberlake,  Niall Horan, Isla Fisher, Winona Ryder and more.  We'll see former residences of Ellen, Meryl Streep, Katherine Hepburn, Frank Sinatra, Marilyn Monroe, and many others.  This is not your average celebrity tour because with the tour's light-weight van we can get to celebrity homes that 99% of other tour companies can't get to due to neighborhood vehicle weight restrictions.

We'll then transition to Beverly Hills 90210 where we'll see the current homes of Nicole Kidman, Keith Urban, Jason Statham, Rosie Huntington-Whiteley, and more.  We will also see former homes of Elizabeth Taylor, Charlie Chaplin, Tom Cruise, Gwen Stefani, J-Lo, Michael Jackson and Diana Ross, Mark Wahlberg, & Justin Bieber.  Other sights we'll peep include the Beverly Hills Hotel and Beverly Hills sign!

You'll be wowed as we see homes that were created by architectural legends such as Frank Lloyd Wright, John Lautner, Lloyd Wright, and other masterminds.  As we travel between the celebrity homes we'll also see awesome views of downtown Los Angeles and the studios of Warner Bros, Universal, and CBS.","Los Angeles, United States",Art and culture
https://www.airbnb.com/experiences/79594,"First you'll change the clothes into ""kimono"" and ""hakama"" is samurai style. Introducing with tea ceremony Matcha green tea and Wagashi sweets 

Next we'll watch a real Japanese katana—a traditional sword used by the samurai of ancient and feudal Japan. 

Then you'll learn how to handle it with unsharpened katana.

We'll also do a traditional Zen meditation.It called ""Rituzen"".

After doing meditation, you will be calm mind and you can cut one bundle of straw with real sword. Through using with real katana yourself, you can feel one part of swordsmanship as samurai. 

Lastly, you'll watch a performance using real katana by host. We'll discuss what we've seen and learned over tea.  This experience has no flashy production and luxury, but you can feel the ""real"". You can enjoy not only training but also total samurai culture with this time. 

More than over 50country, 2000 people joined in a year. From families, couples to martial artists, various people touched and enjoyed the “real” samurai world! 

If you bring a camera, you can taking some pictures of samurai pauses which learning in this experience!
Other things to note
Please be prepared for a serious experience involving concentration and real swords. Please do not drink alcohol.
Please come to the venue about 20minutes before meeting up time for wearing kimono.","Tokyo, Japan",Sports
https://www.airbnb.com/experiences/227157,"What time do you prefer to do it? We adapt.

Vejer, a village on top of a mountain, a privilege that allows you to control the Laguna de la Janda and Strait of Gibraltar Region. Cradle of Romans, Arabs and Jews. Cultures still present in the town between white, narrow streets, cobblestones and stones.

The Church, former Arab Mosque, The Jewish Quarter, the Paseo de las Cobijadas with its impressive views that allow you to see the Atlantic and Africa, we will climb its gigantic walls, we will enter the Castle of the Dukes of Medina Sidonia.

We will live in the Arab quarter, The Legend of Zhora, an Arabian summer badge expelled in the 13th century, wife of Sidi Al Rachid, founder of the blue town of Chaouen.

We will surrender to the support of the old people in the aid of the shipwrecked people of the Battle of Trafalgar; in sight from the Mirador de Poniente.

Tribute to the 1st Defender of the Andalusian People, Juan Relinque, who fought to keep Las Hazas (communal lands against feudal power)

And we will see the old windmills, similar against whom Don Quijote fought; of flour with its machinery intact.

Biere to finish
.
Other things to note
If interested, I can arrange a ride in burritos (authorized by law) and entrance to the Windmill of Juanino","Costa de la Luz, Spain",Art and culture
https://www.airbnb.com/experiences/697823,"Did you know 80% of women are wearing the wrong bra size? Not only can wearing the wrong bra size damage your breast tissue and cause back pain but it can also change your entire posture and body shape. I believe that every woman deserves to look and feel her best and that building body confidence is the perfect place to start. My specialism is in bra fitting where I have 7 years experience in the luxury lingerie industry working for the British luxury lingerie brand Agent Provocateur.  I am a great believer in lingerie being the foundation of your wardrobe and outfit.

I am here to help you meet your shopping desires so besides lingerie I can also assist with choosing an outfit for a specific event such as a wedding, creating a capsule wardrobe for a holiday or a complete wardrobe refresh.   
 
I will meet you at Better Buzz at Fashion Valley Mall where you can enjoy a complimentary coffee. Alternatively if you prefer we can go for a complimentary juice or a glass of wine/bubbles - whatever mood takes your fancy! We will discuss your appointment needs before heading onto the shops.

I am not affiliated with any stores as I want to achieve the most genuine experience for my client","San Diego, United States",Art and culture
https://www.airbnb.com/experiences/224439,"* This open air experience meets the requirements from the national Ministry of Health to avoid the spread of Covid-19. Only small groups. Social distance is always guaranteed. Ask us for private groups. 

Are you ready for the adventure? Starting at Central Market, where we will try a typical snack, we are going to conquer one of the most beautiful castles in Spain in front of the sea which has more than 1000 years of history.

We will descend to the historic center enjoying the most important monuments and discovering the seven secrets.

Let me surprise you with the beauty of my hometown and with countless anecdotes, history, legends and intrigue.

Finally we will visit a terrace in a bar run by my childhood friend, located in a historic location, and you will be able to taste my favourite typical snacks as well as a typical Spanish drink!

WHAT'S INCLUDED: 1 bottle of water, typical snack at Central Market , shuttle bus transfer to the top of the castle (5 min trip), guided tour and free entrances to all the monuments/museums that we are going to visit, and special snack and one drink (alcoholic or not) at one of the best locations in Alicante.
Other things to note
We will walk approximately 2 kilometers and there are some stairs.

Morning bookings, starting until 14:30, we will taste the central market´s snacks inside of the market. Afternoon bookings, the snacks will be offered at the spots outside of the market, because inside only opens morning time.","Costa Blanca, Spain",Art and culture
https://www.airbnb.com/experiences/1491413,"Romantic Wine and Cheese ""Boat Tower"" Cruise. (BYOB)
Relax in a comfortable, covered, observation seat above a 31' boat.  This 2hr Harbor Excusion offers you ""Stunning"" 360 degree ""Bird Eye"" Views"" of Mission Bay, La Jolla and Downtown San Diego.  Cheese selection will be provided and your always welcome to bring your favorite wine. (No corkage fee)","San Diego, United States",Sports
https://www.airbnb.com/experiences/1245870,"The Reina Sofía Museum offers collections of contemporary art.
You will see the work of Pablo Picasso, Salvador Dalí, Miró, Max Ernst, Man Ray and more. You will be surprised with the story behind each painting and we can share our knowledge and our opinions about them.

I have chosen the most important works of the main collection to share it with visitors in an entertaining and simple way.  You will not get lost in the huge museum, I will accompany you and you will know the most important and famous works from the end of the 19th century, avant-gardes of the 20th century. 

The Reina Sofía also offers temporary exhibitions with interesting contents that you can visit after our tour.
Other things to note
You can bring your camera although there are some rooms where it is not allowed to take photos, in most of the tour you are allowed to. You can store your jacket and backpack at the museum's storage facilities.","Madrid, Spain",Art and culture
https://www.airbnb.com/experiences/1178101,"The Sal Backwaters - This popular and celebrated excursion on flat dammed up waters, takes you on a winding journey through narrow waterways deep in the mangroves, sighting different birds, fish, otters and exotic local plants like cashew, bamboo and mango, on the waters. Red and white lotus and loads of migratory birds, make this a must do trip for all ages. 
Meet up at Kareem’s, Water's Edge, Dongorim, Nuvem in South Goa and after a quick introduction, your tour host will start with a briefing on the river, the flora/ fauna, how to handle the kayak properly and what to see and look out for, during the trip. Slowly and silently weave your way along the narrow waterway, spot hundreds of birds at hand shaking distance! 4 types of kingfisher, 3 different cormorants, lapwings, pin-tailed ducks, pheasants, purple water fowl, white, purple and grey herons, egrets, black headed ibis and many more among more than 70 different types which live here. If lucky, you'll see the shy otters frolicking and feeding in the early morning and late evenings. Silently glide into the lotus ponds of our Gods and ancestors! This is one unforgettable experience and the feeling is hard to describe! For a part of the trip, you will even be kayaking in the tall grasses/scrub. Slowly glide under the overhangs of mango, cashew, bamboo and the overpowering mangroves, teeming with birdlife on all sides.
Other things to note
Your bottoms are bound to get damp/wet. A change of clothes and a towel if required, for the drive/ride back to your resort. In the countryside, there are no washrooms/change rooms. You could request the management of a nearby restaurant to use theirs. Carry drinking water, snacks.","Goa, India",Transportation activities
https://www.airbnb.com/experiences/62302,"We will share an interpretive walking tour with you in beautiful Stanley Park as you learn and experience how our tribes have utilized the land for food, medicine, and technology. You'll walk through the guided trails, seeing first hand lush trees and diversity of plants while gaining new knowledge of First Nation's perspectives and history.
Other things to note
Arrive early. This is a walking tour, 2.2 km (1 m), & requires moderate mobility.  Please dress for the weather. Bring a camera, sunscreen, & an umbrella if raining. Good walking shoes are recommended","Vancouver, Canada",Art and culture
https://www.airbnb.com/experiences/1592881,"My boat tour is all-inclusive: we visit the opposite shore for the stunning view of the ghats at sunset, with explanations about the city and it's history; then we visit the burning ghats where I describe the Hindu funeral rites from my personal family experience; finally we stop at the Dashashwamedh ghat to view the Aarti puja ceremony. Included is the chance to offer Deep to the Ganga (flower and flame offering), and we finish with chai on the ghats for the opportunity to chat more personally.
Other things to note
Please make sure that you are able to walk up and down the steep steps of the ghats, and to get onto the row boat without much assistance. It is a small boat with no gangplank. The chai is traditional Indian chai made with sugar and milk.","Varanasi, India",Art and culture
https://www.airbnb.com/experiences/1378475,"Greeted at the coffee house by our barista host, you’ll be offered a coffee drink of your choice; lattes, cappuccino, pour overs, americanos, cold brew and more.

While enjoying your coffee; our Coffee Roaster will be in action, you’ll witness how we start from a green coffee bean, dropped into the roaster, and then spilled out hot.. our roasted bean cooling off in the agigtator;  while emersed in the scent of freshly roasted coffee; you’ll learn the process of creating our different profiles, origins of specialty beans used, the different kinds of roasts and blends and how they come about. 

We will then tour the property, experiencing the smell the coffee roaster puts into the air; you’ll see a vintage 1950s truck, Airstream, refurbished old barn, farmhouse and walk through the gardens, greenhouse and take in the serenity of nature;  you will be welcomed to another coffee drink (we recommend a cold brew on those sunny days!)

A homestead garden meal will be provided and served within the property (meal location changes w/ season)

You’ll finish off in coffee house  where today’s roast can be sampled, & there will be a gift basket with all our blends and more for you take home!
Other things to note
Visitors of 14th Coffee Co often take pictures - so bringing a camera.. or your phone camera!","Essex, Canada",Food and drink
https://www.airbnb.com/experiences/234532,"Get the most totally unique #instagrammable action shot of your fur baby!

As a GoPro dog action photographer, there is really no place better in San Francisco than Crissy Field beach with the majestic Golden Gate bridge in the back ground. Crissy Field beach is dog friendly of course! We'll hit the beach with your dog, set up the GoPro's, and capture your dog's unique character with the Golden Gate as the back drop! I have set up a FB: Golden Gate Dogs and an IG: @golden_gate_dogs  Both are dedicated to this Airbnb Experience.

The rate is based on the number of dogs, bring as many people as you want! DM me if you have more than one dog in your family,  I'm super flexible!!
Other things to note
We'll be heading onto the beach with the dogs, so comfortable shoes and maybe have a sweatshirt or hat as it's usually windy by the Golden Gate! DM me if you have any other questions.","San Francisco, United States",Nature and outdoors
https://www.airbnb.com/experiences/396247,"You will join small group of maximum 10 participants and head towards Vatican Museums Priority Access Line.After 2 min security check we will take you through most important galleries of the Vatican Museums.A place where Cardinals elect new Pope,Sistine Chapel,will be next to visit.You will hear details about the election process called Conclave which ends up with white smoke from the chimney installed in the Chapel. See original ""Last Judgement"" and try to find Michaelangelo's face in between more than 300 painted characters. Leave the best for the last,St.Peter's Basilica and famous La Pietà statue.Tour ends inside the Tombs of the Popes(when open), venue missed by most of visitors. 
2020 /2021 UPDATE:

VATICAN ONLINE EXPERIENCE:
Join 1 hour tour live from home via Zoom

https://abnb.me/wHhtpYV9beb

ST.PETER'S CHURCH TOUR AT 8 AM:
Available in English/French/Spanish/ Portuguese. Contact me for more info.
PRIVATE TOUR:
Available in all major languages. Please contact me 
8AM  VIP VATICAN BREAKFAST TOUR 
Tour starts with buffet breakfast inside Vatican and it will be followed by 2.5 hours guided tour of Vatican Museums, Sistine Chapel and St. Peter's Basilica. 
GERMAN/FRENCH/PORTUGUESE/SPANISH/ITALIAN  TOUR:
 Strarting daily at 8.30AM.Please contact me for details 
FRIDAY AND SATURDAY NIGHT TOUR:
From April until October you can join night tour of Vatican starting at 7 PM","Rome, Italy",Art and culture
https://www.airbnb.com/experiences/1533998,"ame-du-Nord - By entering our garden, you are immediately propelled into another world. The structure, the plants, the sculptures create a special atmosphere. During your welcome, you will be presented with the concept of the Charlemagne Garden and its historical roots, as well as the different groups of plants. Then you will experience the five senses with plants as practiced by our most distant ancestors, the opportunity to reconnect with your genetic knowledge. Then, a group of plants dedicated to hand care, will allow you to learn how to use such carpenter companions of the Middle Ages what it takes to stop a bleeding, disinfect, and make a plant dressing! The experiment continues by discovering the basics of companionship between plants and the concept of plant pharmacy. Then comes the time to take your photos and have the youngest as well as the most experienced try our two-handed sword, witness of a distant time. And to end this experience, you will be invited to taste French specialty pastries around an infusion of plants. We will be happy to answer all your many questions relating to this experience.
Other things to note
Do not forget the equipment to protect yourself from the sun or rain.
And what to take pictures.","Notre-Dame-du-Nord, Canada",Nature and outdoors
https://www.airbnb.com/experiences/914485,"Relax, indulge and enjoy pamper time at Tea, Talk & Tarot. 
Come by yourself or bring a couple of friends or family members to find out what the universe has in store for you by consulting the ancient art of tarot. You'll have time for conversation as well as an individual private tarot card reading for each guest. Share what you learn or keep it to yourself!
All of this is accompanied by delicious hand-made treats and tea served in style: white linen, family china, and the silver service!  Luxuriate in front of a cosy log fire in winter or in our lovely garden in summer: you will be warmly welcomed to our mountain home.
Other things to note
Your Tea, Talk & Tarot experience will be exclusive to you, or you and your friends. You will not be sharing your experience with strangers. Session times run between 1 and 2 hours depending on the number of guests: 1 - 3 guests","Blue Mountains, Australia",Art and culture
https://www.airbnb.com/experiences/1481629,"After meeting up in front of the statue, it's time to start the Nara historical walking tour!
As soon as we pass through the shopping arcade, we will explore a Japanese old town that is extremely different from what we know of metropolitan Tokyo. Walking between the historical buildings, we can go inside a merchant's house and see how the people around here lived. This is the first step to know about Japanese culture.

Continue to walk to a secret spot, which has been hidden for centuries.
Welcome to a hidden Japanese pyramid. Let's take a break from walking(or hiking) as you observe this mysterious structure in the middle of a quiet town. We can also see the city view of Nara from the hill.

Walk inside Nara park and interact with cute wild deers
Explore the beautiful red shrine housing hundreds of lanterns and go see a huge temple with a great Buddha statue. Around here, you can interact with some wild deers. You will see how ""polite"" they are!
Other things to note
All ages can join this tour
Though we walk with a few short break during the tour,
let us know beforehand if your group members are worried about their health problem.
For a full refund or a free change date, please do so at least 24 hours in advance of the tour starting time.","Osaka, Japan",Art and culture
https://www.airbnb.com/experiences/536098,"Experience unreal at Niagara falls. It's going to be a one of a kind experience for you. After picking you up from downtown Toronto, we'll start our adventure to Niagara. To feel the thunder of the mighty falls we are going to take a boat ride(Weather permitted) under the falls clicking pictures of you right in the mist of falls. And of course we are going to try Niagara brewery with world's most famous award winning beers or we can try some wineries. Intimate road trips often leads to deep, meaningful and long lasting friendships.

Note - Lunch is not included. Just snacks!
Other things to note
No need to pack your lunch or breakfast as we are going to have everything on the way.","Toronto, Canada",Nature and outdoors
https://www.airbnb.com/experiences/1643499,"Activities : 
- Meeting point at Phrom Phong BTS
- 5-minute walk to Cuisine@Thai
- Welcome Drink & Snack
- Introduction to Thai Ingredients
- Preparation of the ingredients
- Cooking Time!
- Eat your own prepared delicious food

Traditional Thai Cooking class: 
- Monday, Tuesday, Wednesday, Friday and Saturday
- 4 Traditional Thai Dishes (curry paste included)
- Hands-on Cooking Experience
- Morning Class: 09:00 – 13:00
- Afternoon Class: 14:30 – 18:30
- Class Size/participants: 1-10 persons

MENU:

MONDAY 
1. Stir-Fried Chicken with Cashew Nuts  
2.  Panang Curry Paste 
3. Red curry with Pork 
4. Sticky Rice in coconut cream with Mango
 
TUESDAY 
1. Chicken galangal in coconut cream soup 
2. Red curry with pineapple and Prawns 
3. Red curry paste 
4. Thai Glass noodle Salad 
 
WEDNESDAY 
1. Sour Prawn Soup 
2. Massaman Red curry Paste 
3. Massaman Curry 
4. Sticky rice in coconut cream with mango

FRIDAY 
1. Green Curry Paste 
2. Green Curry with chicken 
3. Fried rice with shrimps 
4. Sticky rice in coconut cream with mango

SATURDAY 
1. Green Papaya Salad 
2. Thai noodle with prawn 
3. Minced pork salad 
4. Sticky rice in coconut cream with mango

Other things to note
- I HAVE INFORMED CUISINE@THAI OF ANY MEDICAL AND/OR FOOD RELATED ALLERGIES.","Bangkok, Thailand",Food and drink
https://www.airbnb.com/experiences/559755,"We start with an introduction about the host and the tour,
will walk around four hours and we will visit or see important locations of the city including the Gandhi road junction at beach, the old buildings which were the spice warehouses once, the oldest buildings and monuments of the city, the markets and the places of worship.

End the tour with loads of memories and friends. Be prepared to be active and sweat, as we are walking to see the true face of Calicut.

In the end we will go to a truly Kozhikoden (of Calicut) eatery to have a real experience of Malabari cuisine.
Other things to note
It is walking tour. Please be ready to be in public places and to be sweat.","Kozhikode, India",Art and culture
https://www.airbnb.com/experiences/257479,"Presentation of my workshop, discovery of the touch of the earth; sense of palpation, explanation of the different techniques, choice of one or more subjects, advices of realization, individual follow-up. Sharing ...
Work session: either in my garden in the shade of the olive tree, or in the workshop at home, or in the space of the artists' association of Cannet in Le Cannet, St. Sauveur Street.
 The equipment and ground are provided (3 kg of soil per trainee) you will be able to realize during these 3 hours several parts: bird, fish, bowls / mugs, small plate, vase, various sculptures: to you to choose while coming with your projects, I would suggest you on various topics if you wish.
The drying of the parts produced taking at least 3 to 10 days, I can cook them in my oven -1000 °! - and you send them then (with supp.).
it is an opportunity to reveal your creativity.
 I animate all year long classes at the association of artists Cannet. I regularly show my ceramic works in galleries and exhibitions
Other things to note
Open to everyone!
Discover the pleasure of creating, you will have made a mug, or a small bird or fish, a vase or any other object with my kind and enlightened advice!","Cannes, France",Art and culture
