HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Object,Input.Overview,Answer.“Activity”,Approve,Reject
31HLTCK4BL5FPF3DIX4Q1MJCWF6VG4,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3K772S5NP9LF9KAWXF2ZB23EGNAHE4,A2P99RVN41FHMZ,Submitted,Sat Mar 13 09:38:19 PST 2021,Sat Mar 13 09:41:53 PST 2021,Tue Mar 16 10:41:53 PDT 2021,,,,214,0% (0/0),0% (0/0),0% (0/0),,"This isn't your regular nose-to-tail riding. We offer horseback adventure! We are located right on the North-East coast where the views are fantastic, with a wide range of man-made and natural wonders, such as beautiful beaches, sand dunes, and a fantastic ocean view. You will walk, trot, and canter along the most beautiful scenery that Aruba has to offer. Come join us and take this off your bucket list!","/walk,trot,canter,riding",,
31HLTCK4BL5FPF3DIX4Q1MJCWF6VG4,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3QAVNHZ3ENEE53CA8VFB7B6UCPILAH,A2MTOSH583K270,Submitted,Sat Mar 13 09:33:12 PST 2021,Sat Mar 13 09:36:15 PST 2021,Tue Mar 16 10:36:15 PDT 2021,,,,183,0% (0/0),0% (0/0),0% (0/0),,"This isn't your regular nose-to-tail riding. We offer horseback adventure! We are located right on the North-East coast where the views are fantastic, with a wide range of man-made and natural wonders, such as beautiful beaches, sand dunes, and a fantastic ocean view. You will walk, trot, and canter along the most beautiful scenery that Aruba has to offer. Come join us and take this off your bucket list!",/ walk / trot,,
31HLTCK4BL5FPF3DIX4Q1MJCWF6VG4,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3WOKGM4L72QQABHPTLYAAMYBY8C0ON,A1OSJTNI18VOKL,Submitted,Sat Mar 13 09:33:13 PST 2021,Sat Mar 13 09:36:23 PST 2021,Tue Mar 16 10:36:23 PDT 2021,,,,190,0% (0/0),0% (0/0),0% (0/0),,"This isn't your regular nose-to-tail riding. We offer horseback adventure! We are located right on the North-East coast where the views are fantastic, with a wide range of man-made and natural wonders, such as beautiful beaches, sand dunes, and a fantastic ocean view. You will walk, trot, and canter along the most beautiful scenery that Aruba has to offer. Come join us and take this off your bucket list!",trot,,
3K8CQCU3KEBYEWK4VBMHD8BN40UNWE,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,30BXRYBRP579QKWNIFW5X8AENRBHWG,ASPR87VEXN79I,Submitted,Sat Mar 13 09:31:34 PST 2021,Sat Mar 13 09:33:47 PST 2021,Tue Mar 16 10:33:47 PDT 2021,,,,133,0% (0/0),0% (0/0),0% (0/0),,"We offer an all inclusive day sailing the calm protected waters of the US Virgin Island's National Park. Our small party sails guarantee a peaceful and authentic day at sea. We offer snorkeling options for all skill levels and swim with sea turtles daily. We look forward to sharing our passion for true sailing, hospitality and the best day of your vacation with you!",/sailing,,
3K8CQCU3KEBYEWK4VBMHD8BN40UNWE,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,358UUM7WR0D7PZ9P6C0NJWD3H90R7L,A2EN7IXP9RG0O2,Submitted,Sat Mar 13 09:31:45 PST 2021,Sat Mar 13 09:32:39 PST 2021,Tue Mar 16 10:32:39 PDT 2021,,,,54,0% (0/0),0% (0/0),0% (0/0),,"We offer an all inclusive day sailing the calm protected waters of the US Virgin Island's National Park. Our small party sails guarantee a peaceful and authentic day at sea. We offer snorkeling options for all skill levels and swim with sea turtles daily. We look forward to sharing our passion for true sailing, hospitality and the best day of your vacation with you!","sailing,snorkeling",,
3K8CQCU3KEBYEWK4VBMHD8BN40UNWE,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3VW6495TLKAZ1KHC7GIH45QXOVOYYV,AKSLU0C30G3JT,Submitted,Sat Mar 13 09:32:02 PST 2021,Sat Mar 13 09:32:16 PST 2021,Tue Mar 16 10:32:16 PDT 2021,,,,14,0% (0/1),0% (0/1),0% (0/1),,"We offer an all inclusive day sailing the calm protected waters of the US Virgin Island's National Park. Our small party sails guarantee a peaceful and authentic day at sea. We offer snorkeling options for all skill levels and swim with sea turtles daily. We look forward to sharing our passion for true sailing, hospitality and the best day of your vacation with you!",/sailing,,
3QQUBC64ZEOD3WPU5GI3FRPUD20NX7,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,33FOTY3KENVP8B54ZZTJTRN4EM2C18,A2P99RVN41FHMZ,Submitted,Sat Mar 13 09:38:45 PST 2021,Sat Mar 13 09:41:15 PST 2021,Tue Mar 16 10:41:15 PDT 2021,,,,150,0% (0/0),0% (0/0),0% (0/0),,This is an unique experience! Amazing natural scenery in the tropical mountain range! Visit a typical Dominican colmado. Transportation by open air safari truck. Take a ride on the newest buggies in Puerto Plata; Polaris off road rzr turbo. Enjoy the water and the thrilling of the amazing Damajagua water falls! 40 minutes tour to interact with the awesome squirrel monkeys. Please do not forget to bring your driver license.,"/ride,tour",,
3QQUBC64ZEOD3WPU5GI3FRPUD20NX7,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3D8YOU6S9FUG1RN1RWQ0IT0RTXM6U7,A2MTOSH583K270,Submitted,Sat Mar 13 09:33:45 PST 2021,Sat Mar 13 09:38:01 PST 2021,Tue Mar 16 10:38:01 PDT 2021,,,,256,0% (0/0),0% (0/0),0% (0/0),,This is an unique experience! Amazing natural scenery in the tropical mountain range! Visit a typical Dominican colmado. Transportation by open air safari truck. Take a ride on the newest buggies in Puerto Plata; Polaris off road rzr turbo. Enjoy the water and the thrilling of the amazing Damajagua water falls! 40 minutes tour to interact with the awesome squirrel monkeys. Please do not forget to bring your driver license.,/ride / thrilling,,
3QQUBC64ZEOD3WPU5GI3FRPUD20NX7,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3QHK8ZVMINSJODH2E9F72MQ0U73LBC,A3HKZTDVORNEZ,Submitted,Sat Mar 13 09:32:52 PST 2021,Sat Mar 13 09:36:40 PST 2021,Tue Mar 16 10:36:40 PDT 2021,,,,228,0% (0/0),0% (0/0),0% (0/0),,This is an unique experience! Amazing natural scenery in the tropical mountain range! Visit a typical Dominican colmado. Transportation by open air safari truck. Take a ride on the newest buggies in Puerto Plata; Polaris off road rzr turbo. Enjoy the water and the thrilling of the amazing Damajagua water falls! 40 minutes tour to interact with the awesome squirrel monkeys. Please do not forget to bring your driver license.,/RIDE,,
3ACRLU860NO2WN9G7LN2074TG7BBEX,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3STRJBFXOX180TT1TVURNGJ7BEZKTZ,A2P99RVN41FHMZ,Submitted,Sat Mar 13 09:34:17 PST 2021,Sat Mar 13 09:37:16 PST 2021,Tue Mar 16 10:37:16 PDT 2021,,,,179,0% (0/0),0% (0/0),0% (0/0),,"Cruise around the waters off St Lucia during this 4-hour excursion aboard a private powerboat. Departing from Vigie Cove, journey up the island's western coastline with your private party. Choose to go whale watching, fishing or snorkeling; a private tour guarantees a flexible itinerary and personal attention from the crew. Go ashore to relax on a white sand beach and take a dip in the aquamarine ocean. Stop at one of the waterside restaurants in Marigot Bay for a cocktail; enjoy snacks and an open bar on the boat. Round-trip transportation from select St Lucia hotels is included.","/watching,fishing,snorkeling,excursion,dip",,
3ACRLU860NO2WN9G7LN2074TG7BBEX,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3VFJCI1K409QISKQZF4HP9QWGCKGRE,A2MTOSH583K270,Submitted,Sat Mar 13 09:33:13 PST 2021,Sat Mar 13 09:37:08 PST 2021,Tue Mar 16 10:37:08 PDT 2021,,,,235,0% (0/0),0% (0/0),0% (0/0),,"Cruise around the waters off St Lucia during this 4-hour excursion aboard a private powerboat. Departing from Vigie Cove, journey up the island's western coastline with your private party. Choose to go whale watching, fishing or snorkeling; a private tour guarantees a flexible itinerary and personal attention from the crew. Go ashore to relax on a white sand beach and take a dip in the aquamarine ocean. Stop at one of the waterside restaurants in Marigot Bay for a cocktail; enjoy snacks and an open bar on the boat. Round-trip transportation from select St Lucia hotels is included.",/ watching / fishing / snorkeling,,
3ACRLU860NO2WN9G7LN2074TG7BBEX,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3WMOAN2SRC7OLRITV3MMGQOW2UJVNU,A1OSJTNI18VOKL,Submitted,Sat Mar 13 09:34:17 PST 2021,Sat Mar 13 09:38:47 PST 2021,Tue Mar 16 10:38:47 PDT 2021,,,,270,0% (0/0),0% (0/0),0% (0/0),,"Cruise around the waters off St Lucia during this 4-hour excursion aboard a private powerboat. Departing from Vigie Cove, journey up the island's western coastline with your private party. Choose to go whale watching, fishing or snorkeling; a private tour guarantees a flexible itinerary and personal attention from the crew. Go ashore to relax on a white sand beach and take a dip in the aquamarine ocean. Stop at one of the waterside restaurants in Marigot Bay for a cocktail; enjoy snacks and an open bar on the boat. Round-trip transportation from select St Lucia hotels is included.",/SWIMMING,,
3TLFH2L6Y9YAXTRHENJMY01QPBLT23,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3GFK2QRXXARXARCSHDVW8B7OIIK5WN,ADE4283NU45C9,Submitted,Sat Mar 13 09:30:56 PST 2021,Sat Mar 13 09:31:13 PST 2021,Tue Mar 16 10:31:13 PDT 2021,,,,17,0% (0/0),0% (0/0),0% (0/0),,"Punta Cana is the kiteboarding hotspot of the Dominican Republic and kiteboarding lessons are available for both complete beginners and more experienced boarders. Choose from a 1-, 2-, or 3-day experience at the Punta Cana Kitesurf Academy, and enjoy a daily 3-hour class with an expert instructor, including plenty of time to practice your skills or try out daring jumps and tricks.",/kiteboarding,,
3TLFH2L6Y9YAXTRHENJMY01QPBLT23,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3S0TNUHWKUSHO3V3YGX9S7SUDSFD8O,A1MDMFJ53QYNMY,Submitted,Sat Mar 13 09:32:27 PST 2021,Sat Mar 13 09:33:48 PST 2021,Tue Mar 16 10:33:48 PDT 2021,,,,81,0% (0/0),0% (0/0),0% (0/0),,"Punta Cana is the kiteboarding hotspot of the Dominican Republic and kiteboarding lessons are available for both complete beginners and more experienced boarders. Choose from a 1-, 2-, or 3-day experience at the Punta Cana Kitesurf Academy, and enjoy a daily 3-hour class with an expert instructor, including plenty of time to practice your skills or try out daring jumps and tricks.",kiteboarding,,
3TLFH2L6Y9YAXTRHENJMY01QPBLT23,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3VE8AYVF8N7EMN9ZPMSZG7VFP5VF81,A243X2Y9HP7630,Submitted,Sat Mar 13 09:30:55 PST 2021,Sat Mar 13 09:33:34 PST 2021,Tue Mar 16 10:33:34 PDT 2021,,,,159,0% (0/0),0% (0/0),0% (0/0),,"Punta Cana is the kiteboarding hotspot of the Dominican Republic and kiteboarding lessons are available for both complete beginners and more experienced boarders. Choose from a 1-, 2-, or 3-day experience at the Punta Cana Kitesurf Academy, and enjoy a daily 3-hour class with an expert instructor, including plenty of time to practice your skills or try out daring jumps and tricks.",kiteboarding,,
3IQ9O0AYW69E8E5J3Q4ELG87E7IIT3,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3HFNH7HEMIOQ6R5QM0FHKJGRKQKQGP,AJBQ5XEHIF9Z1,Submitted,Sat Mar 13 09:36:34 PST 2021,Sat Mar 13 09:41:32 PST 2021,Tue Mar 16 10:41:32 PDT 2021,,,,298,0% (0/0),0% (0/0),0% (0/0),,"Make good use of your time in Curacao by taking this Discover Scuba course. With the guidance of a certified instructor, spend four hours going over scuba theory and safety, then do one confined water dive and one open water dive. At the well-known Tugboat dive spot, descend to about 40 feet (12 meters) for your final dive, coming away from the experience having learned a new skill.",water dive,,
3IQ9O0AYW69E8E5J3Q4ELG87E7IIT3,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3HSYG7LRBK89XA3EZMGZMPWBS17KKS,A1Z8TF04ZG3VRE,Submitted,Sat Mar 13 09:32:35 PST 2021,Sat Mar 13 09:33:26 PST 2021,Tue Mar 16 10:33:26 PDT 2021,,,,51,0% (0/0),0% (0/0),0% (0/0),,"Make good use of your time in Curacao by taking this Discover Scuba course. With the guidance of a certified instructor, spend four hours going over scuba theory and safety, then do one confined water dive and one open water dive. At the well-known Tugboat dive spot, descend to about 40 feet (12 meters) for your final dive, coming away from the experience having learned a new skill.","/Scuba ,water dive",,
3IQ9O0AYW69E8E5J3Q4ELG87E7IIT3,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3RSDURM96BW1VF0L7F6NX2YH6JOEY1,A30SESDXNRK4OM,Submitted,Sat Mar 13 09:39:09 PST 2021,Sat Mar 13 09:41:08 PST 2021,Tue Mar 16 10:41:08 PDT 2021,,,,119,0% (0/2),0% (0/2),0% (0/2),,"Make good use of your time in Curacao by taking this Discover Scuba course. With the guidance of a certified instructor, spend four hours going over scuba theory and safety, then do one confined water dive and one open water dive. At the well-known Tugboat dive spot, descend to about 40 feet (12 meters) for your final dive, coming away from the experience having learned a new skill.",/DIVE,,
3KLL7H3EGDBTPBYO23M8MMVDBFJVH3,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,4,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3907X2AHF1FFRLW4N8F3IAWG5BX2PV,A1R92V4IRSZ3PB,Submitted,Sat Mar 13 09:42:41 PST 2021,Sat Mar 13 09:43:26 PST 2021,Tue Mar 16 10:43:26 PDT 2021,,,,45,0% (0/1),0% (0/1),0% (0/1),,"Experience Trinidad’s capital city with this guided chocolate tour and tasting. After an optional hotel pickup, learn about local chocolate and the production process from an informative guide. Taste different varieties and pair them with local liquors before heading to Trinidad’s National Archives for a lesson in chocolate history. Finish the tour with a final tasting at Cocoa Pod Cafe.","tour, tasting",,
3KLL7H3EGDBTPBYO23M8MMVDBFJVH3,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,4,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3HL8HNGX46BE0SS9UEYDG3QQ9BL9FS,A2DFW32JJNXLM6,Rejected,Sat Mar 13 09:44:44 PST 2021,Sat Mar 13 09:44:46 PST 2021,Tue Mar 16 10:44:46 PDT 2021,,Sat Mar 13 10:02:15 PST 2021,Did not complete task. Text was left blank.,2,0% (0/50),0% (0/50),0% (0/50),,"Experience Trinidad’s capital city with this guided chocolate tour and tasting. After an optional hotel pickup, learn about local chocolate and the production process from an informative guide. Taste different varieties and pair them with local liquors before heading to Trinidad’s National Archives for a lesson in chocolate history. Finish the tour with a final tasting at Cocoa Pod Cafe.",/,,
3KLL7H3EGDBTPBYO23M8MMVDBFJVH3,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,4,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3IUZPWIU1PH0SAXVO0Z2A0Q6F8FKWN,A280UKMMBLRURU,Submitted,Sat Mar 13 09:31:10 PST 2021,Sat Mar 13 09:32:59 PST 2021,Tue Mar 16 10:32:59 PDT 2021,,,,109,0% (0/0),0% (0/0),0% (0/0),,"Experience Trinidad’s capital city with this guided chocolate tour and tasting. After an optional hotel pickup, learn about local chocolate and the production process from an informative guide. Taste different varieties and pair them with local liquors before heading to Trinidad’s National Archives for a lesson in chocolate history. Finish the tour with a final tasting at Cocoa Pod Cafe.","/tour,chocolate tour, tasting, pair",,
3KLL7H3EGDBTPBYO23M8MMVDBFJVH3,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,4,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3R0T90IZ1TMMCQV7HIEM0ERAGCWCGL,A2MTOSH583K270,Submitted,Sat Mar 13 10:02:26 PST 2021,Sat Mar 13 10:05:38 PST 2021,Tue Mar 16 11:05:38 PDT 2021,,,,192,0% (0/0),0% (0/0),0% (0/0),,"Experience Trinidad’s capital city with this guided chocolate tour and tasting. After an optional hotel pickup, learn about local chocolate and the production process from an informative guide. Taste different varieties and pair them with local liquors before heading to Trinidad’s National Archives for a lesson in chocolate history. Finish the tour with a final tasting at Cocoa Pod Cafe.",/tour,,
388FBO7JZR3231F4AC45Y5W3F8UNYD,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,36U2A8VAG294HFSV31HQVXBMQGMYK7,A2QOQF90L2WREO,Submitted,Sat Mar 13 09:43:16 PST 2021,Sat Mar 13 09:45:16 PST 2021,Tue Mar 16 10:45:16 PDT 2021,,,,120,0% (0/0),0% (0/0),0% (0/0),,"Cruise along Barbados’ west coast in a private catamaran on this half-day tour. Unwind on deck with your friends and family, and soak up the sun and sea views as you cruise to two idyllic snorkeling spots. Snorkel alongside sea turtles, float over a shipwreck teeming with schools of colorful fish, and swim to a beach for a stroll on its pristine sands. Select snacks, lunch and unlimited beverages are included.","swim,snorkel",,
388FBO7JZR3231F4AC45Y5W3F8UNYD,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3IGI0VL648UTV79WUR08LYUO61MNOK,A3FMBSTZ3ZGSV1,Submitted,Sat Mar 13 09:32:49 PST 2021,Sat Mar 13 09:33:02 PST 2021,Tue Mar 16 10:33:02 PDT 2021,,,,13,0% (0/0),0% (0/0),0% (0/0),,"Cruise along Barbados’ west coast in a private catamaran on this half-day tour. Unwind on deck with your friends and family, and soak up the sun and sea views as you cruise to two idyllic snorkeling spots. Snorkel alongside sea turtles, float over a shipwreck teeming with schools of colorful fish, and swim to a beach for a stroll on its pristine sands. Select snacks, lunch and unlimited beverages are included.",snorkeling,,
388FBO7JZR3231F4AC45Y5W3F8UNYD,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3TESA3PJ32KZDM3K5A6VGFGJ6BWMM3,A33NRKW19AWXM2,Submitted,Sat Mar 13 09:30:54 PST 2021,Sat Mar 13 09:35:14 PST 2021,Tue Mar 16 10:35:14 PDT 2021,,,,260,0% (0/1),0% (0/1),0% (0/1),,"Cruise along Barbados’ west coast in a private catamaran on this half-day tour. Unwind on deck with your friends and family, and soak up the sun and sea views as you cruise to two idyllic snorkeling spots. Snorkel alongside sea turtles, float over a shipwreck teeming with schools of colorful fish, and swim to a beach for a stroll on its pristine sands. Select snacks, lunch and unlimited beverages are included.","/Cruise,Diving",,
3OLZC0DJ8JPTL6988L4TMYWSBSYVIW,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,34V1S5K3GTBIHZZYTLV9MXDDGCB69F,ADE4283NU45C9,Submitted,Sat Mar 13 09:31:53 PST 2021,Sat Mar 13 09:32:06 PST 2021,Tue Mar 16 10:32:06 PDT 2021,,,,13,0% (0/0),0% (0/0),0% (0/0),,This is a great experience to share with friends and loved ones as you enjoy an afternoon filled with fun as you learn how to fish off the rocks like locals do in Bermuda in some of the island's best fishing spots.,/fishing,,
3OLZC0DJ8JPTL6988L4TMYWSBSYVIW,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3907X2AHF1FFRLW4N8F3IAWG5BR2PP,A2KH9SC6A8VQXZ,Submitted,Sat Mar 13 09:32:24 PST 2021,Sat Mar 13 09:36:30 PST 2021,Tue Mar 16 10:36:30 PDT 2021,,,,246,0% (0/0),0% (0/0),0% (0/0),,This is a great experience to share with friends and loved ones as you enjoy an afternoon filled with fun as you learn how to fish off the rocks like locals do in Bermuda in some of the island's best fishing spots.,/FISHING,,
3OLZC0DJ8JPTL6988L4TMYWSBSYVIW,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,3,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3ITXP059PXTCA9A4MAPPCWN8U6KSJI,A2CK0OXMPOR9LE,Submitted,Sat Mar 13 09:32:49 PST 2021,Sat Mar 13 09:33:39 PST 2021,Tue Mar 16 10:33:39 PDT 2021,,,,50,0% (0/1),0% (0/1),0% (0/1),,This is a great experience to share with friends and loved ones as you enjoy an afternoon filled with fun as you learn how to fish off the rocks like locals do in Bermuda in some of the island's best fishing spots.,/fish,,
3OZ4VAIBEXPPGHTEQ3PTYZBSO7NVJ8,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,4,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,39JEC7537VB5UNL26DD80FUK3Q4CVS,A3FMBSTZ3ZGSV1,Submitted,Sat Mar 13 09:30:56 PST 2021,Sat Mar 13 09:32:01 PST 2021,Tue Mar 16 10:32:01 PDT 2021,,,,65,0% (0/0),0% (0/0),0% (0/0),,"Take to the water—and plan your own itinerary—when you embark on a half-day, private boat charter from Nassau. Pick from morning or afternoon departure times, meet your captain, and hop aboard the 38-foot (12-meter) vessel. From there, it’s up to you: choose to embark on a deep-sea fishing session, give light-tackle fishing a try, stop to swim and snorkel, or relax on the beach at neighboring Rose Island.",/fishing,,
3OZ4VAIBEXPPGHTEQ3PTYZBSO7NVJ8,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Sat Mar 13 09:30:34 PST 2021,4,BatchId:4366200;OriginalHitTemplateId:928390909;,300,259200,Sat Mar 20 10:30:34 PDT 2021,,,3KJYX6QCMALS21R8G5UUNJ7FTBTJVV,A2MTOSH583K270,Submitted,Sat Mar 13 10:02:25 PST 2021,Sat Mar 13 10:05:06 PST 2021,Tue Mar 16 11:05:06 PDT 2021,,,,161,0% (0/0),0% (0/0),0% (0/0),,"Take to the water—and plan your own itinerary—when you embark on a half-day, private boat charter from Nassau. Pick from morning or afternoon departure times, meet your captain, and hop aboard the 38-foot (12-meter) vessel. From there, it’s up to you: choose to embark on a deep-sea fishing session, give light-tackle fishing a try, stop to swim and snorkel, or relax on the beach at neighboring Rose Island.","/fishing,snorkel.swim",,
